연도,주차,연령대,예방접종률
2025,38,7-13세,0.0
2025,39,7-13세,0.02393015553227773
2025,40,7-13세,3.9297298021075706
2025,41,7-13세,8.535100250871801
2025,42,7-13세,15.595972455257993
2025,43,7-13세,26.28822001185864
2025,44,7-13세,37.6
2025,45,7-13세,47.2
2025,46,7-13세,53.2
2025,47,7-13세,56.5
2025,39,6개월-13세,0.9074613440699019
2025,40,6개월-13세,7.200882340343513
2025,41,6개월-13세,12.577012035807597
2025,42,6개월-13세,21.792607187218916
2025,43,6개월-13세,33.683128453334476
2025,44,6개월-13세,45.3
2025,45,6개월-13세,54.3
2025,46,6개월-13세,60.1
2025,47,6개월-13세,63.6
2025,38,6개월-6세,0.0
2025,39,6개월-6세,2.3723258253702704
2025,40,6개월-6세,12.624341328937355
2025,41,6개월-6세,19.278363484534285
2025,42,6개월-6세,32.06641556003477
2025,43,6개월-6세,45.94363363857381
2025,44,6개월-6세,58.0
2025,45,6개월-6세,66.0
2025,46,6개월-6세,71.5
2025,47,6개월-6세,75.5
