연도,주차,연령대,예방접종률
2017,38,6개월-59개월,7.7
2017,39,6개월-59개월,23.3
2017,40,6개월-59개월,27.5
2017,41,6개월-59개월,43.1
2017,42,6개월-59개월,55.9
2017,43,6개월-59개월,63.7
2017,44,6개월-59개월,68.8
2017,45,6개월-59개월,72.1
2017,46,6개월-59개월,74.2
2017,47,6개월-59개월,75.7
2017,48,6개월-59개월,76.9
2017,49,6개월-59개월,78.0
2017,50,6개월-59개월,78.8
2017,51,6개월-59개월,79.4
2017,52,6개월-59개월,80.0
2017,53,6개월-59개월,80.0
2018,1,6개월-59개월,80.5
2018,2,6개월-59개월,81.0
2018,3,6개월-59개월,81.4
2018,4,6개월-59개월,81.7
2018,5,6개월-59개월,82.1
2018,6,6개월-59개월,82.4
2018,7,6개월-59개월,82.5
2018,8,6개월-59개월,82.8
2018,9,6개월-59개월,83.0
2018,10,6개월-59개월,83.1
2018,11,6개월-59개월,83.2
2018,12,6개월-59개월,83.2
2018,13,6개월-59개월,83.2
2018,14,6개월-59개월,83.2
2018,15,6개월-59개월,83.2
2018,16,6개월-59개월,83.2
2018,17,6개월-59개월,83.4
2018,18,6개월-59개월,83.6
