연도,주차,연령대,인플루엔자 검출률
2024,36,65세이상,0.0
2024,37,65세이상,0.9
2024,38,65세이상,0.0
2024,39,65세이상,0.0
2024,40,65세이상,0.0
2024,41,65세이상,0.9
2024,42,65세이상,0.0
2024,43,65세이상,0.6
2024,44,65세이상,0.0
2024,45,65세이상,1.1
2024,46,65세이상,0.9
2024,47,65세이상,0.9
2024,48,65세이상,0.5
2024,49,65세이상,2.0
2024,50,65세이상,6.8
2024,51,65세이상,14.5
2024,52,65세이상,31.8
2024,53,65세이상,39.3
2025,1,65세이상,39.5
2025,2,65세이상,31.5
2025,3,65세이상,23.4
2025,4,65세이상,16.0
2025,5,65세이상,8.7
2025,6,65세이상,4.1
2025,7,65세이상,2.7
2025,8,65세이상,2.3
2025,9,65세이상,1.0
2025,10,65세이상,1.2
2025,11,65세이상,1.2
2025,12,65세이상,1.3
2025,13,65세이상,0.6
2025,14,65세이상,0.8
2025,15,65세이상,1.0
2025,16,65세이상,0.4
2025,17,65세이상,0.6
2025,18,65세이상,0.5
2025,19,65세이상,0.8
2025,20,65세이상,0.4
2025,21,65세이상,0.2
2025,22,65세이상,0.0
2025,23,65세이상,0.0
2025,24,65세이상,0.0
2025,25,65세이상,0.0
2025,26,65세이상,0.2
2025,27,65세이상,0.6
2025,28,65세이상,0.2
2025,29,65세이상,0.0
2025,30,65세이상,0.4
2025,31,65세이상,0.0
2025,32,65세이상,0.0
2025,33,65세이상,0.3
2025,34,65세이상,0.6
2025,35,65세이상,0.2
2024,36,50-64세,1.0
2024,37,50-64세,2.1
2024,38,50-64세,0.0
2024,39,50-64세,0.0
2024,40,50-64세,0.0
2024,41,50-64세,0.0
2024,42,50-64세,0.0
2024,43,50-64세,0.9
2024,44,50-64세,1.0
2024,45,50-64세,1.1
2024,46,50-64세,0.8
2024,47,50-64세,1.0
2024,48,50-64세,5.2
2024,49,50-64세,3.1
2024,50,50-64세,18.0
2024,51,50-64세,24.7
2024,52,50-64세,43.3
2024,53,50-64세,39.2
2025,1,50-64세,43.3
2025,2,50-64세,28.6
2025,3,50-64세,26.6
2025,4,50-64세,18.3
2025,5,50-64세,6.8
2025,6,50-64세,3.1
2025,7,50-64세,2.3
2025,8,50-64세,3.7
2025,9,50-64세,1.5
2025,10,50-64세,1.7
2025,11,50-64세,2.2
2025,12,50-64세,1.7
2025,13,50-64세,3.8
2025,14,50-64세,5.8
2025,15,50-64세,0.8
2025,16,50-64세,0.0
2025,17,50-64세,0.8
2025,18,50-64세,0.0
2025,19,50-64세,0.9
2025,20,50-64세,0.0
2025,21,50-64세,1.0
2025,22,50-64세,1.1
2025,23,50-64세,1.0
2025,24,50-64세,0.0
2025,25,50-64세,0.0
2025,26,50-64세,1.3
2025,27,50-64세,0.0
2025,28,50-64세,0.0
2025,29,50-64세,0.0
2025,30,50-64세,0.0
2025,31,50-64세,1.9
2025,32,50-64세,1.1
2025,33,50-64세,0.0
2025,34,50-64세,0.0
2025,35,50-64세,0.9
2024,36,19-49세,0.8
2024,37,19-49세,0.3
2024,38,19-49세,1.1
2024,39,19-49세,1.6
2024,40,19-49세,0.3
2024,41,19-49세,0.3
2024,42,19-49세,1.4
2024,43,19-49세,1.2
2024,44,19-49세,0.8
2024,45,19-49세,1.2
2024,46,19-49세,0.6
2024,47,19-49세,1.2
2024,48,19-49세,2.7
2024,49,19-49세,3.8
2024,50,19-49세,9.5
2024,51,19-49세,21.0
2024,52,19-49세,46.0
2024,53,19-49세,45.7
2025,1,19-49세,37.0
2025,2,19-49세,23.5
2025,3,19-49세,22.7
2025,4,19-49세,12.3
2025,5,19-49세,8.3
2025,6,19-49세,7.1
2025,7,19-49세,4.2
2025,8,19-49세,4.1
2025,9,19-49세,12.9
2025,10,19-49세,6.0
2025,11,19-49세,8.5
2025,12,19-49세,7.9
2025,13,19-49세,8.2
2025,14,19-49세,13.9
2025,15,19-49세,9.2
2025,16,19-49세,11.8
2025,17,19-49세,4.0
2025,18,19-49세,6.4
2025,19,19-49세,7.0
2025,20,19-49세,2.6
2025,21,19-49세,0.7
2025,22,19-49세,2.9
2025,23,19-49세,1.2
2025,24,19-49세,1.3
2025,25,19-49세,0.0
2025,26,19-49세,0.0
2025,27,19-49세,0.6
2025,28,19-49세,0.7
2025,29,19-49세,0.7
2025,30,19-49세,1.9
2025,31,19-49세,0.0
2025,32,19-49세,2.9
2025,33,19-49세,0.6
2025,34,19-49세,1.3
2025,35,19-49세,0.7
2024,36,13-18세,0.0
2024,37,13-18세,0.0
2024,38,13-18세,0.0
2024,39,13-18세,0.0
2024,40,13-18세,0.9
2024,41,13-18세,0.5
2024,42,13-18세,0.2
2024,43,13-18세,0.9
2024,44,13-18세,0.9
2024,45,13-18세,0.9
2024,46,13-18세,0.7
2024,47,13-18세,2.5
2024,48,13-18세,3.6
2024,49,13-18세,8.5
2024,50,13-18세,14.2
2024,51,13-18세,31.6
2024,52,13-18세,62.5
2024,53,13-18세,56.6
2025,1,13-18세,46.8
2025,2,13-18세,29.3
2025,3,13-18세,15.6
2025,4,13-18세,8.2
2025,5,13-18세,5.8
2025,6,13-18세,8.7
2025,7,13-18세,15.9
2025,8,13-18세,14.4
2025,9,13-18세,10.7
2025,10,13-18세,25.4
2025,11,13-18세,39.4
2025,12,13-18세,40.5
2025,13,13-18세,42.3
2025,14,13-18세,43.0
2025,15,13-18세,44.0
2025,16,13-18세,35.0
2025,17,13-18세,21.5
2025,18,13-18세,18.9
2025,19,13-18세,6.8
2025,20,13-18세,5.1
2025,21,13-18세,0.6
2025,22,13-18세,2.7
2025,23,13-18세,0.6
2025,24,13-18세,0.0
2025,25,13-18세,0.0
2025,26,13-18세,0.0
2025,27,13-18세,0.0
2025,28,13-18세,1.9
2025,29,13-18세,0.0
2025,30,13-18세,0.0
2025,31,13-18세,3.0
2025,32,13-18세,0.0
2025,33,13-18세,0.0
2025,34,13-18세,1.6
2025,35,13-18세,0.0
2024,36,7-12세,0.5
2024,37,7-12세,0.5
2024,38,7-12세,0.5
2024,39,7-12세,0.4
2024,40,7-12세,0.8
2024,41,7-12세,1.2
