연도,주차,연령대,예방접종률
2025,38,75세 이상,0.0
2025,39,75세 이상,0.0
2025,40,75세 이상,0.0
2025,41,75세 이상,0.0
2025,42,75세 이상,36.646809380176755
2025,43,75세 이상,62.1387762597442
2025,44,75세 이상,73.8
2025,45,75세 이상,79.0
2025,46,75세 이상,81.4
2025,47,75세 이상,82.9
2025,38,70-74세,0.0
2025,39,70-74세,0.0
2025,40,70-74세,0.0
2025,41,70-74세,0.0
2025,42,70-74세,6.654566902403452
2025,43,70-74세,45.47887946321046
2025,44,70-74세,61.9
2025,45,70-74세,70.7
2025,46,70-74세,75.1
2025,47,70-74세,77.9
2025,38,65-69세,0.0
2025,39,65-69세,0.0
2025,40,65-69세,0.0
2025,41,65-69세,0.0
2025,42,65-69세,4.060343993863144
2025,43,65-69세,29.392320023021117
2025,44,65-69세,47.2
2025,45,65-69세,57.7
2025,46,65-69세,63.4
2025,47,65-69세,67.1
2025,38,65세 이상,0.0
2025,39,65세 이상,0.0
2025,40,65세 이상,0.0
2025,41,65세 이상,0.0
2025,42,65세 이상,18.004478822606494
2025,43,65세 이상,46.672842450476715
2025,44,65세 이상,61.6
2025,45,65세 이상,69.6
2025,46,65세 이상,73.6
2025,47,65세 이상,76.1
