연도,주차,연령대,예방접종률
2022,39,75세 이상,0.0
2022,40,75세 이상,0.0
2022,41,75세 이상,0.0
2022,42,75세 이상,49.4
2022,43,75세 이상,70.5
2022,44,75세 이상,78.8
2022,45,75세 이상,81.7
2022,46,75세 이상,83.3
2022,47,75세 이상,84.2
2022,48,75세 이상,84.7
2022,49,75세 이상,85.1
2022,50,75세 이상,85.3
2022,51,75세 이상,85.5
2022,52,75세 이상,85.6
2022,53,75세 이상,85.6
2023,1,75세 이상,85.6
2023,2,75세 이상,85.6
2023,3,75세 이상,85.6
2023,4,75세 이상,85.6
2023,5,75세 이상,85.6
2023,6,75세 이상,85.6
2023,7,75세 이상,85.6
2023,8,75세 이상,85.6
2023,9,75세 이상,85.6
2023,10,75세 이상,85.6
2023,11,75세 이상,85.6
2023,12,75세 이상,85.6
2023,13,75세 이상,85.6
2023,14,75세 이상,85.6
2023,15,75세 이상,85.6
2023,16,75세 이상,85.6
2023,17,75세 이상,85.6
2023,18,75세 이상,85.6
2022,39,70-74세,0.0
2022,40,70-74세,0.0
2022,41,70-74세,0.0
2022,42,70-74세,9.5
2022,43,70-74세,59.5
2022,44,70-74세,72.4
2022,45,70-74세,77.3
2022,46,70-74세,80.1
2022,47,70-74세,81.7
2022,48,70-74세,82.8
2022,49,70-74세,83.4
2022,50,70-74세,83.9
2022,51,70-74세,84.2
2022,52,70-74세,84.5
2022,53,70-74세,84.7
2023,1,70-74세,84.7
2023,2,70-74세,84.7
2023,3,70-74세,84.7
2023,4,70-74세,84.7
2023,5,70-74세,84.7
2023,6,70-74세,84.7
2023,7,70-74세,84.7
2023,8,70-74세,84.8
2023,9,70-74세,84.8
2023,10,70-74세,84.8
2023,11,70-74세,84.8
2023,12,70-74세,84.8
2023,13,70-74세,84.8
2023,14,70-74세,84.8
2023,15,70-74세,84.8
2023,16,70-74세,84.8
2023,17,70-74세,84.8
2023,18,70-74세,84.8
2022,39,65-69세,0.0
2022,40,65-69세,0.0
2022,41,65-69세,0.0
2022,42,65-69세,5.8
2022,43,65-69세,35.1
2022,44,65-69세,55.2
2022,45,65-69세,63.0
2022,46,65-69세,67.5
2022,47,65-69세,70.2
2022,48,65-69세,71.9
2022,49,65-69세,73.0
2022,50,65-69세,73.8
2022,51,65-69세,74.4
2022,52,65-69세,74.8
2022,53,65-69세,75.2
2023,1,65-69세,75.3
2023,2,65-69세,75.3
2023,3,65-69세,75.3
2023,4,65-69세,75.3
2023,5,65-69세,75.3
2023,6,65-69세,75.3
2023,7,65-69세,75.3
2023,8,65-69세,75.3
2023,9,65-69세,75.3
2023,10,65-69세,75.3
2023,11,65-69세,75.3
2023,12,65-69세,75.3
2023,13,65-69세,75.3
2023,14,65-69세,75.3
2023,15,65-69세,75.3
2023,16,65-69세,75.3
2023,17,65-69세,75.4
2023,18,65-69세,75.4
2022,39,65세 이상,0.0
2022,40,65세 이상,0.0
2022,41,65세 이상,0.0
2022,42,65세 이상,25.0
2022,43,65세 이상,55.8
2022,44,65세 이상,69.2
2022,45,65세 이상,74.3
2022,46,65세 이상,77.1
2022,47,65세 이상,78.8
2022,48,65세 이상,79.9
2022,49,65세 이상,80.6
2022,50,65세 이상,81.1
2022,51,65세 이상,81.4
2022,52,65세 이상,81.6
2022,53,65세 이상,81.9
2023,1,65세 이상,81.9
2023,2,65세 이상,81.9
2023,3,65세 이상,81.9
2023,4,65세 이상,81.9
2023,5,65세 이상,81.9
2023,6,65세 이상,81.9
2023,7,65세 이상,81.9
2023,8,65세 이상,81.9
2023,9,65세 이상,81.9
2023,10,65세 이상,81.9
2023,11,65세 이상,81.9
2023,12,65세 이상,82.0
2023,13,65세 이상,82.0
2023,14,65세 이상,82.0
2023,15,65세 이상,82.0
2023,16,65세 이상,82.0
2023,17,65세 이상,82.0
2023,18,65세 이상,82.0
