연도,주차,연령대,인플루엔자 검출률
2017,36,65세이상,5.0
2017,37,65세이상,0.0
2017,38,65세이상,4.5
2017,39,65세이상,4.2
2017,40,65세이상,0.0
2017,41,65세이상,11.1
2017,42,65세이상,2.8
2017,43,65세이상,0.0
2017,44,65세이상,0.0
2017,45,65세이상,0.0
2017,46,65세이상,0.0
2017,47,65세이상,0.0
2017,48,65세이상,14.8
2017,49,65세이상,32.3
2017,50,65세이상,27.6
2017,51,65세이상,40.9
2017,52,65세이상,54.8
2017,53,65세이상,54.8
2018,1,65세이상,71.4
2018,2,65세이상,54.8
2018,3,65세이상,67.4
2018,4,65세이상,68.4
2018,5,65세이상,51.1
2018,6,65세이상,54.1
2018,7,65세이상,34.5
2018,8,65세이상,21.3
2018,9,65세이상,33.3
2018,10,65세이상,19.4
2018,11,65세이상,5.0
2018,12,65세이상,11.1
2018,13,65세이상,9.7
2018,14,65세이상,5.6
2018,15,65세이상,0.0
2018,16,65세이상,0.0
2018,17,65세이상,0.0
2018,18,65세이상,0.0
2018,19,65세이상,0.0
2018,20,65세이상,0.0
2018,21,65세이상,0.0
2018,22,65세이상,0.0
2018,23,65세이상,0.0
2018,24,65세이상,0.0
2018,25,65세이상,5.6
2018,26,65세이상,0.0
2018,27,65세이상,0.0
2018,28,65세이상,0.0
2018,29,65세이상,0.0
2018,30,65세이상,0.0
2018,31,65세이상,0.0
2018,32,65세이상,0.0
2018,33,65세이상,0.0
2018,34,65세이상,0.0
2018,35,65세이상,0.0
2017,36,50-64세,0.0
2017,37,50-64세,3.0
2017,38,50-64세,0.0
2017,39,50-64세,0.0
2017,40,50-64세,0.0
2017,41,50-64세,0.0
2017,42,50-64세,0.0
2017,43,50-64세,2.4
2017,44,50-64세,0.0
2017,45,50-64세,2.3
2017,46,50-64세,0.0
2017,47,50-64세,3.3
2017,48,50-64세,12.5
2017,49,50-64세,24.4
2017,50,50-64세,40.0
2017,51,50-64세,53.4
2017,52,50-64세,75.6
2017,53,50-64세,75.6
2018,1,50-64세,75.0
2018,2,50-64세,62.3
2018,3,50-64세,74.3
2018,4,50-64세,57.6
2018,5,50-64세,50.0
2018,6,50-64세,60.0
2018,7,50-64세,40.8
2018,8,50-64세,41.2
2018,9,50-64세,36.1
2018,10,50-64세,14.3
2018,11,50-64세,15.6
2018,12,50-64세,7.5
2018,13,50-64세,2.9
2018,14,50-64세,5.9
2018,15,50-64세,4.8
2018,16,50-64세,0.0
2018,17,50-64세,0.0
2018,18,50-64세,0.0
2018,19,50-64세,0.0
2018,20,50-64세,0.0
2018,21,50-64세,0.0
2018,22,50-64세,0.0
2018,23,50-64세,0.0
2018,24,50-64세,0.0
2018,25,50-64세,0.0
2018,26,50-64세,0.0
2018,27,50-64세,0.0
2018,28,50-64세,0.0
2018,29,50-64세,0.0
2018,30,50-64세,0.0
2018,31,50-64세,0.0
2018,32,50-64세,0.0
2018,33,50-64세,0.0
2018,34,50-64세,0.0
2018,35,50-64세,0.0
2017,36,19-49세,2.2
2017,37,19-49세,0.0
2017,38,19-49세,0.0
2017,39,19-49세,2.2
2017,40,19-49세,0.0
2017,41,19-49세,0.0
2017,42,19-49세,0.0
2017,43,19-49세,0.0
2017,44,19-49세,0.0
2017,45,19-49세,0.0
2017,46,19-49세,0.0
2017,47,19-49세,6.3
2017,48,19-49세,4.2
2017,49,19-49세,12.8
2017,50,19-49세,29.7
2017,51,19-49세,52.6
2017,52,19-49세,63.9
2017,53,19-49세,63.9
2018,1,19-49세,65.7
2018,2,19-49세,57.3
2018,3,19-49세,63.8
2018,4,19-49세,48.6
2018,5,19-49세,62.7
2018,6,19-49세,42.2
2018,7,19-49세,53.7
2018,8,19-49세,29.1
2018,9,19-49세,25.5
2018,10,19-49세,12.1
2018,11,19-49세,17.0
2018,12,19-49세,11.1
2018,13,19-49세,8.5
2018,14,19-49세,7.8
2018,15,19-49세,2.0
2018,16,19-49세,2.0
2018,17,19-49세,6.3
2018,18,19-49세,4.3
2018,19,19-49세,2.2
2018,20,19-49세,2.6
2018,21,19-49세,0.0
2018,22,19-49세,6.1
2018,23,19-49세,0.0
2018,24,19-49세,0.0
2018,25,19-49세,0.0
2018,26,19-49세,0.0
2018,27,19-49세,0.0
2018,28,19-49세,0.0
2018,29,19-49세,0.0
2018,30,19-49세,2.7
2018,31,19-49세,0.0
2018,32,19-49세,0.0
2018,33,19-49세,0.0
2018,34,19-49세,0.0
2018,35,19-49세,0.0
2017,36,13-18세,0.0
2017,37,13-18세,0.0
2017,38,13-18세,0.0
2017,39,13-18세,0.0
2017,40,13-18세,0.0
2017,41,13-18세,0.0
2017,42,13-18세,10.0
2017,43,13-18세,0.0
2017,44,13-18세,10.5
2017,45,13-18세,0.0
2017,46,13-18세,0.0
2017,47,13-18세,0.0
2017,48,13-18세,45.5
2017,49,13-18세,34.8
2017,50,13-18세,63.0
2017,51,13-18세,65.7
2017,52,13-18세,85.7
2017,53,13-18세,85.7
2018,1,13-18세,68.4
2018,2,13-18세,80.0
2018,3,13-18세,62.5
2018,4,13-18세,60.0
2018,5,13-18세,60.0
2018,6,13-18세,33.3
2018,7,13-18세,25.0
2018,8,13-18세,20.0
2018,9,13-18세,20.0
2018,10,13-18세,0.0
2018,11,13-18세,14.3
2018,12,13-18세,14.3
2018,13,13-18세,28.6
2018,14,13-18세,0.0
2018,15,13-18세,0.0
2018,16,13-18세,0.0
2018,17,13-18세,0.0
2018,18,13-18세,0.0
2018,19,13-18세,0.0
2018,20,13-18세,0.0
2018,21,13-18세,0.0
2018,22,13-18세,0.0
2018,23,13-18세,5.3
2018,24,13-18세,0.0
2018,25,13-18세,0.0
2018,26,13-18세,0.0
2018,27,13-18세,0.0
2018,28,13-18세,0.0
2018,29,13-18세,0.0
2018,30,13-18세,0.0
2018,31,13-18세,0.0
2018,32,13-18세,0.0
2018,34,13-18세,0.0
2018,35,13-18세,0.0
2017,36,7-12세,0.0
2017,37,7-12세,0.0
2017,38,7-12세,7.1
2017,39,7-12세,0.0
2017,40,7-12세,0.0
2017,41,7-12세,0.0
2017,42,7-12세,0.0
2017,43,7-12세,0.0
2017,44,7-12세,0.0
2017,45,7-12세,0.0
2017,46,7-12세,0.0
2017,47,7-12세,8.7
2017,48,7-12세,13.6
2017,49,7-12세,20.8
2017,50,7-12세,61.1
2017,51,7-12세,56.9
2017,52,7-12세,79.5
2017,53,7-12세,79.5
2018,1,7-12세,85.3
2018,2,7-12세,73.0
2018,3,7-12세,71.0
2018,4,7-12세,61.3
2018,5,7-12세,60.0
2018,6,7-12세,51.6
2018,7,7-12세,53.8
2018,8,7-12세,36.0
2018,9,7-12세,27.8
2018,10,7-12세,52.9
2018,11,7-12세,23.5
2018,12,7-12세,6.3
2018,13,7-12세,6.9
2018,14,7-12세,0.0
2018,15,7-12세,8.0
2018,16,7-12세,8.3
2018,17,7-12세,26.3
2018,18,7-12세,11.1
2018,19,7-12세,10.0
2018,20,7-12세,25.0
2018,21,7-12세,42.9
2018,22,7-12세,16.7
2018,23,7-12세,9.1
2018,24,7-12세,12.5
2018,25,7-12세,10.0
2018,26,7-12세,0.0
2018,27,7-12세,0.0
2018,28,7-12세,0.0
2018,29,7-12세,0.0
2018,30,7-12세,0.0
2018,31,7-12세,0.0
2018,32,7-12세,0.0
2018,33,7-12세,0.0
2018,34,7-12세,0.0
2018,35,7-12세,0.0
2017,36,0-6세,0.0
2017,37,0-6세,0.0
2017,38,0-6세,1.5
2017,39,0-6세,0.0
2017,40,0-6세,0.0
2017,41,0-6세,0.0
2017,42,0-6세,0.0
2017,43,0-6세,0.0
2017,44,0-6세,1.0
2017,45,0-6세,1.0
2017,46,0-6세,3.1
2017,47,0-6세,1.9
2017,48,0-6세,8.5
2017,49,0-6세,7.3
2017,50,0-6세,22.3
2017,51,0-6세,29.8
2017,52,0-6세,53.2
2017,53,0-6세,53.2
2018,1,0-6세,52.3
2018,2,0-6세,44.0
2018,3,0-6세,52.3
2018,4,0-6세,46.3
2018,5,0-6세,37.3
2018,6,0-6세,26.0
2018,7,0-6세,39.7
2018,8,0-6세,30.4
2018,9,0-6세,21.9
2018,10,0-6세,9.0
2018,11,0-6세,8.5
2018,12,0-6세,3.7
