연도,주차,연령대,인플루엔자 검출률
2024,1,65세이상,16.8
2024,2,65세이상,17.4
2024,3,65세이상,11.4
2024,4,65세이상,10.5
2024,5,65세이상,7.2
2024,6,65세이상,2.9
2024,7,65세이상,4.5
2024,8,65세이상,2.7
2024,9,65세이상,1.7
2024,10,65세이상,1.5
2024,11,65세이상,0.8
2024,12,65세이상,0.5
2024,13,65세이상,1.6
2024,14,65세이상,1.2
2024,15,65세이상,1.1
2024,16,65세이상,1.7
2024,17,65세이상,0.3
2024,18,65세이상,0.7
2024,19,65세이상,0.3
2024,20,65세이상,0.3
2024,21,65세이상,0.2
2024,22,65세이상,0.2
2024,23,65세이상,0.0
2024,24,65세이상,0.2
2024,25,65세이상,0.0
2024,26,65세이상,0.5
2024,27,65세이상,0.0
2024,28,65세이상,0.7
2024,29,65세이상,0.8
2024,30,65세이상,0.4
2024,31,65세이상,1.1
2024,32,65세이상,0.4
2024,33,65세이상,0.4
2024,34,65세이상,0.0
2024,35,65세이상,0.2
2024,1,50-64세,25.2
2024,2,50-64세,12.8
2024,3,50-64세,15.3
2024,4,50-64세,11.4
2024,5,50-64세,9.3
2024,6,50-64세,9.2
2024,7,50-64세,6.2
2024,8,50-64세,2.9
2024,9,50-64세,4.3
2024,10,50-64세,4.1
2024,11,50-64세,0.9
2024,12,50-64세,2.5
2024,13,50-64세,5.2
2024,14,50-64세,1.9
2024,15,50-64세,0.0
2024,16,50-64세,3.9
2024,17,50-64세,1.1
2024,18,50-64세,0.0
2024,19,50-64세,0.8
2024,20,50-64세,0.0
2024,21,50-64세,0.7
2024,22,50-64세,0.7
2024,23,50-64세,0.0
2024,24,50-64세,0.0
2024,25,50-64세,1.9
2024,26,50-64세,0.0
2024,27,50-64세,0.0
2024,28,50-64세,0.0
2024,29,50-64세,1.7
2024,30,50-64세,0.8
2024,31,50-64세,0.0
2024,32,50-64세,1.5
2024,33,50-64세,0.9
2024,34,50-64세,0.0
2024,35,50-64세,0.0
2024,1,19-49세,38.9
2024,2,19-49세,33.5
2024,3,19-49세,30.2
2024,4,19-49세,25.9
2024,5,19-49세,21.9
2024,6,19-49세,18.9
2024,7,19-49세,14.3
2024,8,19-49세,5.3
2024,9,19-49세,5.0
2024,10,19-49세,5.6
2024,11,19-49세,0.8
2024,12,19-49세,1.4
2024,13,19-49세,3.2
2024,14,19-49세,6.3
2024,15,19-49세,3.5
2024,16,19-49세,2.0
2024,17,19-49세,0.9
2024,18,19-49세,1.0
2024,19,19-49세,0.0
2024,20,19-49세,1.7
2024,21,19-49세,0.0
2024,22,19-49세,0.4
2024,23,19-49세,0.5
2024,24,19-49세,0.0
2024,25,19-49세,0.0
2024,26,19-49세,0.9
2024,27,19-49세,0.4
2024,28,19-49세,0.6
2024,29,19-49세,1.1
2024,30,19-49세,2.1
2024,31,19-49세,0.6
2024,32,19-49세,0.0
2024,33,19-49세,0.3
2024,34,19-49세,0.9
2024,35,19-49세,0.3
2024,1,13-18세,63.2
2024,2,13-18세,47.1
2024,3,13-18세,41.4
2024,4,13-18세,15.1
2024,5,13-18세,24.0
2024,6,13-18세,23.7
2024,7,13-18세,5.9
2024,8,13-18세,8.6
2024,9,13-18세,10.0
2024,10,13-18세,8.0
2024,11,13-18세,6.3
2024,12,13-18세,9.8
2024,13,13-18세,8.4
2024,14,13-18세,8.5
2024,15,13-18세,10.5
2024,16,13-18세,3.3
2024,17,13-18세,4.7
2024,18,13-18세,1.3
2024,19,13-18세,0.0
2024,20,13-18세,0.8
2024,21,13-18세,0.7
2024,22,13-18세,1.0
2024,23,13-18세,0.8
2024,24,13-18세,0.7
2024,25,13-18세,0.0
2024,26,13-18세,0.8
2024,27,13-18세,0.0
2024,28,13-18세,0.0
2024,29,13-18세,1.3
2024,30,13-18세,1.0
2024,31,13-18세,0.3
2024,32,13-18세,0.0
2024,33,13-18세,0.8
2024,34,13-18세,0.0
2024,35,13-18세,1.2
2024,1,7-12세,41.3
2024,2,7-12세,38.9
2024,3,7-12세,33.3
2024,4,7-12세,27.3
2024,5,7-12세,29.4
2024,6,7-12세,32.5
2024,7,7-12세,24.0
2024,8,7-12세,13.7
2024,9,7-12세,6.0
2024,10,7-12세,6.5
2024,11,7-12세,8.8
2024,12,7-12세,10.5
2024,13,7-12세,10.9
2024,14,7-12세,12.2
2024,15,7-12세,8.6
2024,16,7-12세,6.5
2024,17,7-12세,3.2
2024,18,7-12세,2.8
2024,19,7-12세,1.8
2024,20,7-12세,1.9
2024,21,7-12세,2.0
2024,22,7-12세,0.6
2024,23,7-12세,1.3
2024,24,7-12세,0.4
2024,25,7-12세,0.7
2024,26,7-12세,0.8
2024,27,7-12세,0.3
2024,28,7-12세,0.5
2024,29,7-12세,0.9
2024,30,7-12세,0.9
2024,31,7-12세,0.8
2024,32,7-12세,0.4
2024,33,7-12세,0.2
2024,34,7-12세,0.4
2024,35,7-12세,0.6
2024,1,0-6세,15.7
2024,2,0-6세,15.6
2024,3,0-6세,15.1
2024,4,0-6세,12.1
2024,5,0-6세,11.9
2024,6,0-6세,10.1
2024,7,0-6세,8.8
2024,8,0-6세,4.8
2024,9,0-6세,3.9
2024,10,0-6세,2.2
2024,11,0-6세,3.0
2024,12,0-6세,2.3
2024,13,0-6세,2.9
2024,14,0-6세,2.4
2024,15,0-6세,1.5
2024,16,0-6세,1.5
2024,17,0-6세,1.2
2024,18,0-6세,0.7
2024,19,0-6세,0.5
2024,20,0-6세,0.5
2024,21,0-6세,0.3
2024,22,0-6세,0.4
2024,23,0-6세,0.2
2024,24,0-6세,0.3
2024,25,0-6세,0.2
2024,26,0-6세,0.2
2024,27,0-6세,0.3
2024,28,0-6세,0.4
2024,29,0-6세,0.6
2024,30,0-6세,0.6
2024,31,0-6세,0.9
2024,32,0-6세,0.8
2024,33,0-6세,0.7
2024,34,0-6세,0.5
2024,35,0-6세,0.3
