연도,주차,연령대,인플루엔자 검출률
2025,36,65세이상,0.7
2025,37,65세이상,0.2
2025,38,65세이상,0.5
2025,39,65세이상,0.5
2025,40,65세이상,0.5
2025,41,65세이상,2.4
2025,42,65세이상,2.0
2025,43,65세이상,1.8
2025,44,65세이상,4.0
2025,45,65세이상,4.6
2025,46,65세이상,10.1
2025,47,65세이상,15.0
2025,36,50-64세,1.1
2025,37,50-64세,2.8
2025,38,50-64세,1.1
2025,39,50-64세,3.1
2025,40,50-64세,3.1
2025,41,50-64세,1.8
2025,42,50-64세,1.8
2025,43,50-64세,4.1
2025,44,50-64세,11.7
2025,45,50-64세,13.4
2025,46,50-64세,16.7
2025,47,50-64세,13.0
2025,36,19-49세,1.7
2025,37,19-49세,2.8
2025,38,19-49세,3.6
2025,39,19-49세,3.8
2025,40,19-49세,3.8
2025,41,19-49세,5.7
2025,42,19-49세,2.6
2025,43,19-49세,3.8
2025,44,19-49세,8.1
2025,45,19-49세,17.5
2025,46,19-49세,21.4
2025,47,19-49세,28.2
2025,36,13-18세,1.1
2025,37,13-18세,2.0
2025,38,13-18세,0.9
2025,39,13-18세,4.3
2025,40,13-18세,4.3
2025,41,13-18세,9.1
2025,42,13-18세,3.1
2025,43,13-18세,12.0
2025,44,13-18세,23.6
2025,45,13-18세,47.4
2025,46,13-18세,55.1
2025,47,13-18세,62.2
2025,36,7-12세,2.6
2025,37,7-12세,2.9
2025,38,7-12세,6.9
2025,39,7-12세,7.0
2025,40,7-12세,7.0
2025,41,7-12세,11.7
2025,42,7-12세,10.4
2025,43,7-12세,26.8
2025,44,7-12세,44.3
2025,45,7-12세,62.5
2025,46,7-12세,67.1
2025,47,7-12세,68.0
2025,36,0-6세,0.8
2025,37,0-6세,1.8
2025,38,0-6세,2.7
2025,39,0-6세,3.9
2025,40,0-6세,3.9
2025,41,0-6세,5.5
2025,42,0-6세,5.8
2025,43,0-6세,9.0
2025,44,0-6세,15.0
2025,45,0-6세,29.5
2025,46,0-6세,34.4
2025,47,0-6세,36.8
