연도,주차,연령대,응급실 인플루엔자 환자
2019,36,연령미상,0
2019,37,연령미상,0
2019,38,연령미상,0
2019,39,연령미상,0
2019,40,연령미상,0
2019,41,연령미상,0
2019,42,연령미상,0
2019,43,연령미상,0
2019,44,연령미상,0
2019,45,연령미상,0
2019,46,연령미상,0
2019,47,연령미상,0
2019,48,연령미상,0
2019,49,연령미상,0
2019,50,연령미상,0
2019,51,연령미상,0
2019,52,연령미상,0
2019,53,연령미상,0
2020,1,연령미상,0
2020,2,연령미상,0
2020,3,연령미상,0
2020,4,연령미상,0
2020,5,연령미상,0
2020,6,연령미상,0
2020,7,연령미상,0
2020,8,연령미상,0
2020,9,연령미상,0
2020,10,연령미상,0
2020,11,연령미상,0
2020,12,연령미상,0
2020,13,연령미상,0
2020,14,연령미상,0
2020,15,연령미상,0
2020,16,연령미상,0
2020,17,연령미상,0
2020,18,연령미상,0
2020,19,연령미상,0
2020,20,연령미상,0
2020,21,연령미상,0
2020,22,연령미상,0
2020,23,연령미상,0
2020,24,연령미상,0
2020,25,연령미상,0
2020,26,연령미상,0
2020,27,연령미상,0
2020,28,연령미상,0
2020,29,연령미상,0
2020,30,연령미상,0
2020,31,연령미상,0
2020,32,연령미상,0
2020,33,연령미상,0
2020,34,연령미상,0
2020,35,연령미상,0
2019,36,65세이상,4
2019,37,65세이상,10
2019,38,65세이상,8
2019,39,65세이상,9
2019,40,65세이상,8
2019,41,65세이상,14
2019,42,65세이상,28
2019,43,65세이상,26
2019,44,65세이상,30
2019,45,65세이상,50
2019,46,65세이상,58
2019,47,65세이상,65
2019,48,65세이상,119
2019,49,65세이상,179
2019,50,65세이상,305
2019,51,65세이상,566
2019,52,65세이상,1116
2019,53,65세이상,1116
2020,1,65세이상,1865
2020,2,65세이상,1873
2020,3,65세이상,1641
2020,4,65세이상,2393
2020,5,65세이상,1559
2020,6,65세이상,426
2020,7,65세이상,182
2020,8,65세이상,76
2020,9,65세이상,38
2020,10,65세이상,23
2020,11,65세이상,20
2020,12,65세이상,19
2020,13,65세이상,23
2020,14,65세이상,12
2020,15,65세이상,17
2020,16,65세이상,9
2020,17,65세이상,16
2020,18,65세이상,15
2020,19,65세이상,18
2020,20,65세이상,8
2020,21,65세이상,6
2020,22,65세이상,16
2020,23,65세이상,9
2020,24,65세이상,2
2020,25,65세이상,5
2020,26,65세이상,6
2020,27,65세이상,11
2020,28,65세이상,4
2020,29,65세이상,8
2020,30,65세이상,4
2020,31,65세이상,6
2020,32,65세이상,6
2020,33,65세이상,9
2020,34,65세이상,7
2020,35,65세이상,5
2019,36,50-64세,2
2019,37,50-64세,6
2019,38,50-64세,7
2019,39,50-64세,10
2019,40,50-64세,17
2019,41,50-64세,14
2019,42,50-64세,21
2019,43,50-64세,27
2019,44,50-64세,29
2019,45,50-64세,63
2019,46,50-64세,67
2019,47,50-64세,96
2019,48,50-64세,143
2019,49,50-64세,250
2019,50,50-64세,551
2019,51,50-64세,882
2019,52,50-64세,1983
2019,53,50-64세,1983
2020,1,50-64세,2941
2020,2,50-64세,2297
2020,3,50-64세,1819
2020,4,50-64세,3103
2020,5,50-64세,1976
2020,6,50-64세,427
2020,7,50-64세,146
2020,8,50-64세,70
2020,9,50-64세,25
2020,10,50-64세,11
2020,11,50-64세,12
2020,12,50-64세,8
2020,13,50-64세,5
2020,14,50-64세,3
2020,15,50-64세,4
2020,16,50-64세,6
2020,17,50-64세,5
2020,18,50-64세,3
2020,19,50-64세,2
2020,20,50-64세,8
2020,21,50-64세,6
2020,22,50-64세,5
2020,23,50-64세,6
2020,24,50-64세,2
2020,25,50-64세,2
2020,26,50-64세,5
2020,27,50-64세,2
2020,28,50-64세,3
2020,29,50-64세,3
2020,30,50-64세,2
2020,31,50-64세,3
2020,32,50-64세,0
2020,33,50-64세,0
2020,34,50-64세,2
2020,35,50-64세,2
2019,36,19-49세,12
2019,37,19-49세,28
2019,38,19-49세,16
2019,39,19-49세,23
2019,40,19-49세,43
2019,41,19-49세,62
2019,42,19-49세,90
2019,43,19-49세,104
2019,44,19-49세,150
2019,45,19-49세,211
2019,46,19-49세,281
2019,47,19-49세,434
2019,48,19-49세,696
2019,49,19-49세,1151
